origin,destin,date,price,airline
NYC,WAS,20181106,63.2,DL
NYC,WAS,20181107,63.2,B6
NYC,WAS,20181108,63.2,B6
NYC,WAS,20181109,63.2,UA
NYC,WAS,20181110,63.2,UA
NYC,WAS,20181111,63.2,DL
NYC,WAS,20181112,63.2,DL
NYC,WAS,20181113,63.2,B6
NYC,WAS,20181114,63.2,B6
NYC,WAS,20181115,63.2,B6
NYC,WAS,20181116,63.2,DL
NYC,WAS,20181117,63.2,B6
NYC,WAS,20181118,63.2,DL
NYC,WAS,20181119,63.2,DL
NYC,WAS,20181120,63.2,UA
NYC,WAS,20181121,63.2,UA
NYC,WAS,20181122,63.2,DL
NYC,WAS,20181123,63.2,UA
NYC,WAS,20181124,63.2,DL
NYC,WAS,20181125,143.2,DL
NYC,WAS,20181126,63.2,DL
NYC,WAS,20181127,63.2,B6
NYC,WAS,20181128,63.2,B6
NYC,WAS,20181129,63.2,B6
NYC,WAS,20181130,63.2,B6
NYC,WAS,20181201,63.2,UA
NYC,WAS,20181202,63.2,UA
NYC,WAS,20181203,63.2,B6
NYC,WAS,20181204,63.2,UA
NYC,WAS,20181205,63.2,B6
NYC,WAS,20181206,63.2,B6
