"Mgm Luxor Hotel And Casino","3900 Las Vegas Blvd","Las Vegas","NV","89119","68.42","AAA","C2Q","No","Varies","Queen","2"
"Mgm Luxor Hotel And Casino","3900 Las Vegas Blvd","Las Vegas","NV","89119","89.1","AAA","S1K","No","Yes","King","1"
"Mgm Luxor Hotel And Casino","3900 Las Vegas Blvd","Las Vegas","NV","89119","99.7","AAA","S1A","No","Yes","Other","1"
"Mgm Luxor Hotel And Casino","3900 Las Vegas Blvd","Las Vegas","NV","89119","106.78","AAA","S1Q","No","Yes","Queen","1"
"Mgm Luxor Hotel And Casino","3900 Las Vegas Blvd","Las Vegas","NV","89119","195.17","AAA","S1B","No","Yes","Other","1"
"Mgm Luxor Hotel And Casino","3900 Las Vegas Blvd","Las Vegas","NV","89119","265.88","AAA","S2B","No","Yes","Other","2"
"Mgm Luxor Hotel And Casino","3900 Las Vegas Blvd","Las Vegas","NV","89119","53.74","AAA","DLR","No","Yes","Other","Unknown"
"Mgm Luxor Hotel And Casino","3900 Las Vegas Blvd","Las Vegas","NV","89119","73.42","COR","C1K","No","Varies","King","1"
"Mgm Luxor Hotel And Casino","3900 Las Vegas Blvd","Las Vegas","NV","89119","63.3","COR","A1K","No","Yes","King","1"
"Mgm Luxor Hotel And Casino","3900 Las Vegas Blvd","Las Vegas","NV","89119","76.02","COR","C2Q","No","Varies","Queen","2"
"Mgm Luxor Hotel And Casino","3900 Las Vegas Blvd","Las Vegas","NV","89119","295.42","COR","S2B","No","Yes","Other","2"
"Mgm Luxor Hotel And Casino","3900 Las Vegas Blvd","Las Vegas","NV","89119","59.71","COR","DLR","No","Yes","Other","Unknown"
"Mgm Luxor Hotel And Casino","3900 Las Vegas Blvd","Las Vegas","NV","89119","73.42","WKD","C1K","No","Varies","King","1"
"Mgm Luxor Hotel And Casino","3900 Las Vegas Blvd","Las Vegas","NV","89119","63.3","WKD","A1K","No","Yes","King","1"
"Mgm Luxor Hotel And Casino","3900 Las Vegas Blvd","Las Vegas","NV","89119","76.02","WKD","C2Q","No","Varies","Queen","2"
"Mgm Luxor Hotel And Casino","3900 Las Vegas Blvd","Las Vegas","NV","89119","295.42","WKD","S2B","No","Yes","Other","2"
"Mgm Luxor Hotel And Casino","3900 Las Vegas Blvd","Las Vegas","NV","89119","59.71","WKD","DLR","No","Yes","Other","Unknown"
